grade_id,student_id,course_code,grade,letter_grade,semester,exam_date
GRD003452,STU000758,EN101,51.17,F,Fall 2023,2025-03-29
GRD003453,STU000758,CS301,68.09,D,Spring 2025,2025-11-03
GRD003454,STU000759,CS301,61.59,D,Spring 2024,2025-06-05
GRD003455,STU000759,CS401,26.06,F,Fall 2024,2024-12-21
GRD003456,STU000759,BA101,100.0,A,Spring 2024,2025-02-25
GRD003457,STU000759,EN201,86.33,B,Spring 2024,2024-12-17
GRD003458,STU000759,MA201,64.36,D,Fall 2023,2025-06-26
GRD003459,STU000759,MA101,70.28,C,Fall 2023,2025-05-26
GRD003460,STU000760,MA201,52.43,F,Spring 2024,2025-04-25
GRD003461,STU000760,CS201,95.44,A,Fall 2024,2025-02-13
GRD003462,STU000760,CS301,98.46,A,Spring 2024,2025-04-10
GRD003463,STU000760,BA301,72.35,C,Fall 2024,2025-10-02
GRD003464,STU000760,BA201,85.35,B,Spring 2025,2025-01-29
GRD003465,STU000760,CS101,72.63,C,Spring 2025,2025-05-26
GRD003466,STU000761,MA201,49.95,F,Spring 2025,2025-09-29
GRD003467,STU000761,CS201,63.82,D,Spring 2024,2025-08-13
GRD003468,STU000761,CS401,71.98,C,Fall 2024,2025-01-30
GRD003469,STU000761,CS101,63.18,D,Fall 2024,2025-09-18
GRD003470,STU000761,EN101,66.72,D,Fall 2024,2025-08-12
GRD003471,STU000761,BA301,68.63,D,Fall 2024,2025-04-28
GRD003472,STU000762,CS401,68.79,D,Fall 2024,2025-01-02
GRD003473,STU000762,MA101,70.78,C,Fall 2023,2025-11-03
GRD003474,STU000762,BA101,54.09,F,Spring 2024,2025-03-19
GRD003475,STU000762,EN201,59.24,F,Spring 2024,2025-11-18
GRD003476,STU000763,MA201,50.73,F,Spring 2025,2025-05-03
GRD003477,STU000763,EN201,84.67,B,Fall 2023,2025-10-21
GRD003478,STU000763,BA301,38.42,F,Fall 2023,2025-05-04
GRD003479,STU000764,CS201,87.3,B,Fall 2023,2025-10-25
GRD003480,STU000764,PH101,90.8,A,Fall 2023,2025-05-10
GRD003481,STU000764,CS401,65.47,D,Fall 2023,2025-01-09
GRD003482,STU000764,BA201,30.95,F,Fall 2024,2025-10-08
GRD003483,STU000765,MA201,64.58,D,Spring 2025,2025-04-24
GRD003484,STU000765,MA101,69.04,D,Spring 2024,2024-12-31
GRD003485,STU000765,CS201,54.84,F,Spring 2024,2025-01-24
GRD003486,STU000765,BA201,62.27,D,Spring 2025,2024-12-25
GRD003487,STU000765,CS101,92.95,A,Spring 2025,2025-01-01
GRD003488,STU000766,CS101,79.97,C,Fall 2024,2025-11-10
GRD003489,STU000766,BA201,56.13,F,Spring 2025,2025-04-07
GRD003490,STU000766,CS401,46.04,F,Spring 2025,2025-01-16
GRD003491,STU000766,BA101,65.09,D,Fall 2024,2025-05-02
GRD003492,STU000767,CS101,66.8,D,Spring 2025,2024-12-10
GRD003493,STU000767,EN101,77.44,C,Spring 2024,2025-01-17
GRD003494,STU000767,CS301,61.97,D,Spring 2024,2025-05-26
GRD003495,STU000767,BA301,77.67,C,Fall 2023,2025-02-07
GRD003496,STU000768,PH101,99.03,A,Spring 2025,2025-10-25
GRD003497,STU000768,EN101,82.23,B,Spring 2024,2025-02-02
GRD003498,STU000768,MA201,69.28,D,Fall 2023,2025-07-07
GRD003499,STU000769,BA301,67.25,D,Fall 2024,2025-10-15
GRD003500,STU000769,EN201,64.65,D,Spring 2024,2025-08-09
GRD003501,STU000769,MA201,87.71,B,Spring 2024,2025-03-31
GRD003502,STU000770,CS201,60.59,D,Spring 2024,2025-08-07
GRD003503,STU000770,CS301,70.68,C,Fall 2024,2025-04-27
GRD003504,STU000770,BA201,70.77,C,Fall 2023,2025-03-24
GRD003505,STU000770,MA101,62.47,D,Fall 2023,2025-03-26
GRD003506,STU000771,CS401,49.41,F,Fall 2023,2025-01-14
GRD003507,STU000771,CS301,74.84,C,Spring 2024,2025-11-18
GRD003508,STU000771,CS201,69.08,D,Spring 2025,2025-09-22
GRD003509,STU000772,BA301,77.5,C,Spring 2024,2025-03-24
GRD003510,STU000772,CS401,62.0,D,Spring 2025,2025-02-12
GRD003511,STU000772,EN201,88.31,B,Fall 2024,2025-05-10
GRD003512,STU000772,BA201,56.85,F,Fall 2023,2025-08-13
GRD003513,STU000773,EN101,95.68,A,Fall 2024,2025-07-06
GRD003514,STU000773,CS201,43.79,F,Fall 2023,2025-08-24
GRD003515,STU000773,EN201,76.52,C,Fall 2024,2025-10-25
GRD003516,STU000773,BA101,77.13,C,Spring 2024,2025-04-30
GRD003517,STU000774,EN201,58.07,F,Fall 2024,2025-10-22
GRD003518,STU000774,CS101,76.37,C,Spring 2024,2025-04-01
GRD003519,STU000774,CS201,89.19,B,Spring 2024,2024-12-04
GRD003520,STU000774,BA301,36.75,F,Fall 2024,2025-09-27
GRD003521,STU000774,BA101,77.54,C,Spring 2025,2025-03-23
GRD003522,STU000775,CS301,32.6,F,Spring 2024,2025-08-15
GRD003523,STU000775,EN101,55.52,F,Fall 2023,2025-11-11
GRD003524,STU000775,MA201,94.44,A,Spring 2024,2024-12-26
GRD003525,STU000776,EN101,61.27,D,Spring 2024,2025-09-27
GRD003526,STU000776,MA101,52.39,F,Spring 2024,2025-07-08
GRD003527,STU000776,EN201,67.03,D,Spring 2025,2025-08-23
GRD003528,STU000777,PH101,100.0,A,Spring 2025,2025-07-23
GRD003529,STU000777,EN101,42.52,F,Spring 2024,2025-09-21
GRD003530,STU000777,MA101,54.23,F,Spring 2024,2025-02-13
GRD003531,STU000777,MA201,92.46,A,Fall 2024,2025-04-23
GRD003532,STU000777,CS401,97.87,A,Fall 2023,2025-05-29
GRD003533,STU000778,MA101,68.45,D,Spring 2025,2025-04-26
GRD003534,STU000778,EN101,51.41,F,Fall 2023,2025-03-31
GRD003535,STU000778,CS101,100.0,A,Spring 2025,2024-11-25
GRD003536,STU000778,MA201,93.92,A,Fall 2023,2025-04-26
GRD003537,STU000779,CS401,80.18,B,Fall 2023,2025-05-10
GRD003538,STU000779,BA301,57.81,F,Spring 2024,2025-10-06
GRD003539,STU000779,EN201,69.26,D,Spring 2024,2025-08-18
GRD003540,STU000779,CS301,67.59,D,Spring 2024,2024-12-31
GRD003541,STU000779,CS101,74.96,C,Fall 2024,2025-06-04
GRD003542,STU000779,MA101,91.77,A,Spring 2024,2025-10-05
GRD003543,STU000780,MA201,83.19,B,Spring 2025,2025-09-26
GRD003544,STU000780,PH101,53.84,F,Fall 2024,2025-04-25
GRD003545,STU000780,BA201,90.65,A,Spring 2024,2025-10-12
GRD003546,STU000780,CS101,74.7,C,Spring 2024,2025-10-12
GRD003547,STU000780,MA101,80.31,B,Spring 2024,2025-06-04
GRD003548,STU000780,BA101,92.0,A,Spring 2025,2025-03-30
GRD003549,STU000781,EN201,53.33,F,Fall 2024,2025-07-21
GRD003550,STU000781,MA101,69.46,D,Spring 2025,2025-01-03
GRD003551,STU000781,PH101,62.03,D,Fall 2024,2025-02-12
GRD003552,STU000782,CS301,46.48,F,Fall 2024,2025-11-01
GRD003553,STU000782,PH101,75.2,C,Spring 2024,2024-12-14
GRD003554,STU000782,CS101,100.0,A,Spring 2025,2025-01-16
GRD003555,STU000783,EN201,42.4,F,Fall 2023,2024-12-22
GRD003556,STU000783,BA101,69.52,D,Fall 2023,2025-06-26
GRD003557,STU000783,CS301,79.61,C,Fall 2024,2025-04-01
GRD003558,STU000783,MA201,71.85,C,Spring 2025,2025-10-31
GRD003559,STU000783,BA201,68.3,D,Spring 2025,2025-10-03
GRD003560,STU000784,CS301,50.51,F,Spring 2025,2025-03-19
GRD003561,STU000784,CS401,73.49,C,Spring 2024,2025-02-15
GRD003562,STU000784,EN201,58.65,F,Spring 2024,2025-11-05
GRD003563,STU000784,BA301,37.15,F,Spring 2025,2025-07-01
GRD003564,STU000784,EN101,87.92,B,Spring 2025,2025-10-10
GRD003565,STU000785,PH101,84.38,B,Spring 2025,2025-01-10
GRD003566,STU000785,MA201,70.77,C,Spring 2025,2025-05-06
GRD003567,STU000785,EN101,73.44,C,Spring 2024,2025-01-03
GRD003568,STU000786,EN201,86.11,B,Spring 2024,2025-03-11
GRD003569,STU000786,EN101,73.37,C,Fall 2023,2024-12-24
GRD003570,STU000786,CS301,83.56,B,Fall 2024,2024-12-05
GRD003571,STU000786,MA101,65.54,D,Fall 2023,2025-04-28
GRD003572,STU000786,BA201,89.68,B,Spring 2024,2024-12-04
GRD003573,STU000786,BA101,74.81,C,Spring 2024,2025-05-14
GRD003574,STU000787,PH101,72.91,C,Fall 2024,2025-05-03
GRD003575,STU000787,BA101,50.95,F,Spring 2025,2025-01-05
GRD003576,STU000787,CS101,74.3,C,Fall 2024,2024-12-02
GRD003577,STU000788,MA101,57.52,F,Spring 2024,2025-05-27
GRD003578,STU000788,CS101,60.43,D,Fall 2024,2025-07-04
GRD003579,STU000788,MA201,57.77,F,Fall 2024,2025-08-17
GRD003580,STU000788,CS201,54.01,F,Spring 2025,2025-03-28
GRD003581,STU000788,CS301,100.0,A,Spring 2025,2025-08-10
GRD003582,STU000788,EN101,89.97,B,Spring 2024,2025-05-22
GRD003583,STU000789,CS301,98.81,A,Spring 2025,2025-07-28
GRD003584,STU000789,MA201,51.66,F,Spring 2024,2025-02-12
GRD003585,STU000789,CS401,71.07,C,Fall 2023,2025-05-28
GRD003586,STU000789,PH101,50.6,F,Spring 2025,2025-08-26
GRD003587,STU000789,BA101,59.56,F,Fall 2024,2025-10-09
GRD003588,STU000790,CS301,56.23,F,Fall 2024,2025-05-03
GRD003589,STU000790,EN201,88.59,B,Spring 2024,2025-01-28
GRD003590,STU000790,BA201,64.06,D,Spring 2024,2025-04-26
GRD003591,STU000790,EN101,86.03,B,Spring 2024,2024-11-28
GRD003592,STU000790,PH101,79.06,C,Spring 2024,2025-05-27
GRD003593,STU000791,CS201,100.0,A,Fall 2024,2025-05-15
GRD003594,STU000791,CS401,47.81,F,Fall 2023,2024-12-23
GRD003595,STU000791,EN201,88.89,B,Spring 2025,2025-02-26
GRD003596,STU000791,PH101,87.2,B,Fall 2024,2025-05-05
GRD003597,STU000791,BA301,55.4,F,Fall 2024,2025-11-10
GRD003598,STU000792,EN101,85.11,B,Fall 2023,2025-08-11
GRD003599,STU000792,MA201,75.04,C,Fall 2024,2025-01-01
GRD003600,STU000792,BA101,66.59,D,Fall 2023,2024-12-08
GRD003601,STU000792,MA101,57.64,F,Fall 2023,2025-09-22
GRD003602,STU000792,CS401,59.21,F,Spring 2025,2025-01-16
GRD003603,STU000793,CS301,100.0,A,Spring 2024,2025-07-04
GRD003604,STU000793,CS101,70.01,C,Fall 2023,2025-10-05
GRD003605,STU000793,CS401,81.73,B,Fall 2024,2025-08-03
GRD003606,STU000793,EN201,58.14,F,Spring 2025,2025-06-14
GRD003607,STU000793,BA201,58.3,F,Fall 2023,2025-06-05
GRD003608,STU000793,BA101,86.23,B,Fall 2024,2025-03-31
GRD003609,STU000794,BA201,49.76,F,Fall 2023,2025-07-31
GRD003610,STU000794,PH101,63.77,D,Spring 2024,2025-05-15
GRD003611,STU000794,CS401,70.51,C,Spring 2024,2025-04-18
GRD003612,STU000795,PH101,71.67,C,Fall 2024,2025-10-26
GRD003613,STU000795,EN201,67.31,D,Fall 2023,2025-01-05
GRD003614,STU000795,CS201,75.94,C,Fall 2024,2025-09-03
GRD003615,STU000795,CS401,80.39,B,Fall 2023,2025-06-26
GRD003616,STU000795,BA301,81.02,B,Fall 2023,2025-10-31
GRD003617,STU000795,MA201,55.21,F,Fall 2024,2025-08-20
GRD003618,STU000796,BA301,65.74,D,Fall 2023,2025-01-13
GRD003619,STU000796,MA101,87.92,B,Spring 2024,2025-03-19
GRD003620,STU000796,EN201,83.42,B,Fall 2023,2025-07-02
GRD003621,STU000796,CS201,49.41,F,Fall 2024,2025-09-13
GRD003622,STU000796,EN101,75.27,C,Spring 2024,2025-02-28
GRD003623,STU000796,BA101,40.33,F,Fall 2024,2025-04-27
GRD003624,STU000797,CS301,70.7,C,Spring 2025,2025-10-20
GRD003625,STU000797,BA201,98.47,A,Fall 2024,2025-01-24
GRD003626,STU000797,EN201,55.78,F,Spring 2025,2025-04-02
GRD003627,STU000797,BA301,57.49,F,Spring 2025,2025-06-28
GRD003628,STU000798,CS301,81.46,B,Fall 2024,2025-02-14
GRD003629,STU000798,PH101,46.86,F,Fall 2024,2025-01-21
GRD003630,STU000798,EN101,60.51,D,Spring 2025,2025-05-16
GRD003631,STU000798,BA201,78.95,C,Fall 2024,2024-11-19
GRD003632,STU000798,EN201,60.49,D,Fall 2024,2025-08-19
GRD003633,STU000799,BA101,66.46,D,Spring 2025,2025-06-01
GRD003634,STU000799,MA101,81.16,B,Fall 2023,2025-09-10
GRD003635,STU000799,CS201,76.32,C,Fall 2023,2025-10-29
GRD003636,STU000799,MA201,74.0,C,Fall 2023,2025-08-31
GRD003637,STU000800,BA201,64.91,D,Spring 2024,2025-09-12
GRD003638,STU000800,MA201,75.55,C,Fall 2023,2025-06-05
GRD003639,STU000800,CS401,68.14,D,Fall 2024,2025-10-14
GRD003640,STU000800,MA101,76.87,C,Spring 2024,2025-11-16
GRD003641,STU000800,CS201,62.55,D,Fall 2024,2025-05-28
GRD003642,STU000801,CS101,67.26,D,Fall 2023,2025-06-26
GRD003643,STU000801,EN201,55.15,F,Fall 2024,2025-06-26
GRD003644,STU000801,CS401,69.47,D,Spring 2025,2025-05-05
GRD003645,STU000801,BA301,57.83,F,Spring 2025,2025-09-06
GRD003646,STU000801,CS301,53.29,F,Spring 2025,2024-11-30
GRD003647,STU000801,BA201,73.88,C,Spring 2024,2025-04-16
GRD003648,STU000802,MA201,73.19,C,Fall 2023,2025-09-13
GRD003649,STU000802,EN101,81.74,B,Fall 2024,2025-02-28
GRD003650,STU000802,BA101,63.53,D,Spring 2024,2025-05-14
GRD003651,STU000802,BA301,76.12,C,Fall 2024,2025-08-03
GRD003652,STU000802,CS301,78.26,C,Fall 2023,2025-02-22
GRD003653,STU000802,BA201,76.67,C,Spring 2024,2025-08-22
GRD003654,STU000803,PH101,57.62,F,Fall 2023,2025-09-15
GRD003655,STU000803,CS301,72.24,C,Spring 2024,2025-01-12
GRD003656,STU000803,CS401,75.46,C,Spring 2024,2024-12-23
GRD003657,STU000804,MA201,70.11,C,Fall 2023,2025-10-19
GRD003658,STU000804,BA101,38.7,F,Spring 2025,2025-11-14
GRD003659,STU000804,MA101,72.41,C,Fall 2023,2025-02-25
GRD003660,STU000805,BA301,100.0,A,Spring 2024,2025-02-08
GRD003661,STU000805,BA101,64.6,D,Spring 2025,2025-05-26
GRD003662,STU000805,EN101,59.08,F,Fall 2023,2025-02-19
GRD003663,STU000805,CS301,75.6,C,Spring 2024,2025-03-22
GRD003664,STU000806,EN201,74.69,C,Spring 2025,2025-03-26
GRD003665,STU000806,CS201,87.89,B,Fall 2024,2025-07-08
GRD003666,STU000806,EN101,51.13,F,Fall 2024,2025-02-04
GRD003667,STU000806,CS301,80.97,B,Fall 2024,2025-03-16
GRD003668,STU000806,PH101,78.86,C,Spring 2024,2025-05-08
GRD003669,STU000806,MA101,67.87,D,Spring 2024,2025-01-30
GRD003670,STU000807,BA201,75.08,C,Fall 2023,2025-03-02
GRD003671,STU000807,CS301,85.44,B,Spring 2025,2025-05-07
GRD003672,STU000807,MA101,83.08,B,Spring 2024,2025-09-27
GRD003673,STU000808,CS101,52.85,F,Spring 2025,2025-08-21
GRD003674,STU000808,EN201,82.3,B,Fall 2023,2025-03-29
GRD003675,STU000808,CS301,69.03,D,Spring 2024,2025-08-09
GRD003676,STU000808,EN101,71.09,C,Spring 2025,2025-07-30
GRD003677,STU000808,CS201,71.1,C,Spring 2024,2025-11-04
GRD003678,STU000808,BA201,67.75,D,Fall 2024,2025-08-17
GRD003679,STU000809,CS301,87.88,B,Spring 2025,2025-08-23
GRD003680,STU000809,MA101,68.74,D,Fall 2023,2025-04-14
GRD003681,STU000809,MA201,53.21,F,Fall 2024,2024-12-17
GRD003682,STU000809,CS401,64.1,D,Fall 2023,2024-12-26
GRD003683,STU000810,CS401,72.68,C,Spring 2024,2025-06-05
GRD003684,STU000810,EN201,88.44,B,Fall 2024,2024-11-24
GRD003685,STU000810,MA201,79.05,C,Spring 2024,2025-01-27
GRD003686,STU000810,CS301,57.24,F,Spring 2024,2025-06-08
GRD003687,STU000810,PH101,100.0,A,Fall 2024,2025-07-05
GRD003688,STU000811,CS201,73.97,C,Spring 2025,2025-06-23
GRD003689,STU000811,EN101,89.13,B,Spring 2024,2025-11-08
GRD003690,STU000811,MA201,67.72,D,Fall 2024,2025-07-08
GRD003691,STU000811,MA101,78.0,C,Fall 2024,2025-01-27
GRD003692,STU000811,CS401,82.59,B,Spring 2025,2025-01-10
GRD003693,STU000811,PH101,88.27,B,Fall 2023,2025-08-18
GRD003694,STU000812,MA101,85.86,B,Spring 2024,2025-04-07
GRD003695,STU000812,PH101,83.08,B,Fall 2023,2025-08-28
GRD003696,STU000812,EN101,65.27,D,Fall 2023,2025-06-02
GRD003697,STU000812,CS101,61.42,D,Spring 2024,2024-12-12
GRD003698,STU000812,CS301,74.99,C,Spring 2025,2025-02-22
GRD003699,STU000812,BA101,84.0,B,Spring 2025,2025-09-22
GRD003700,STU000813,EN101,66.66,D,Spring 2024,2025-09-13
GRD003701,STU000813,BA201,85.98,B,Spring 2024,2025-11-04
GRD003702,STU000813,CS301,91.79,A,Fall 2023,2025-09-11
GRD003703,STU000813,EN201,56.26,F,Fall 2024,2025-04-29
GRD003704,STU000814,EN201,57.45,F,Fall 2023,2025-10-27
GRD003705,STU000814,CS401,67.89,D,Fall 2024,2025-02-08
GRD003706,STU000814,CS301,74.61,C,Spring 2025,2025-01-12
GRD003707,STU000815,EN201,62.13,D,Spring 2024,2024-11-29
GRD003708,STU000815,PH101,90.28,A,Fall 2024,2024-12-12
GRD003709,STU000815,MA201,76.36,C,Fall 2024,2025-08-16
GRD003710,STU000815,EN101,70.59,C,Spring 2024,2024-12-27
GRD003711,STU000815,BA201,48.46,F,Spring 2025,2025-10-18
GRD003712,STU000815,MA101,50.26,F,Fall 2023,2025-08-07
GRD003713,STU000816,BA101,74.22,C,Spring 2025,2024-12-23
GRD003714,STU000816,PH101,38.01,F,Fall 2023,2025-01-29
GRD003715,STU000816,CS401,85.19,B,Fall 2024,2025-09-23
GRD003716,STU000817,CS201,67.63,D,Spring 2024,2024-12-24
GRD003717,STU000817,BA201,100.0,A,Spring 2024,2025-01-22
GRD003718,STU000817,CS301,100.0,A,Fall 2024,2024-12-14
GRD003719,STU000817,CS401,67.28,D,Fall 2023,2025-10-02
GRD003720,STU000817,PH101,68.4,D,Fall 2024,2025-08-09
GRD003721,STU000817,CS101,84.93,B,Spring 2025,2025-06-30
GRD003722,STU000818,CS101,95.55,A,Spring 2025,2025-03-23
GRD003723,STU000818,MA101,45.43,F,Fall 2023,2025-08-03
GRD003724,STU000818,CS401,43.2,F,Spring 2025,2025-10-02
GRD003725,STU000818,PH101,60.67,D,Fall 2023,2025-09-05
GRD003726,STU000819,CS101,78.74,C,Spring 2024,2025-09-19
GRD003727,STU000819,MA201,77.45,C,Spring 2025,2025-04-23
GRD003728,STU000819,CS301,86.05,B,Spring 2025,2024-12-15
GRD003729,STU000819,MA101,52.0,F,Spring 2024,2025-10-22
GRD003730,STU000819,CS201,35.26,F,Fall 2023,2025-01-12
GRD003731,STU000819,EN101,82.87,B,Fall 2023,2025-09-20
GRD003732,STU000820,BA301,57.58,F,Spring 2024,2025-08-18
GRD003733,STU000820,PH101,39.72,F,Fall 2023,2025-09-18
GRD003734,STU000820,CS201,72.18,C,Fall 2023,2025-04-04
GRD003735,STU000821,PH101,81.9,B,Spring 2024,2025-08-09
GRD003736,STU000821,BA201,68.17,D,Spring 2024,2025-10-31
GRD003737,STU000821,EN201,63.13,D,Fall 2024,2025-01-30
GRD003738,STU000821,EN101,67.61,D,Spring 2024,2025-04-12
GRD003739,STU000822,BA201,64.44,D,Fall 2024,2025-02-25
GRD003740,STU000822,CS401,49.78,F,Fall 2023,2025-09-03
GRD003741,STU000822,EN201,59.28,F,Fall 2024,2025-08-20
GRD003742,STU000822,CS101,77.82,C,Fall 2023,2025-10-03
GRD003743,STU000822,CS301,74.83,C,Fall 2024,2025-11-07
GRD003744,STU000822,MA201,72.52,C,Spring 2025,2025-01-02
GRD003745,STU000823,BA201,55.07,F,Spring 2024,2025-09-03
GRD003746,STU000823,CS101,67.28,D,Fall 2024,2025-05-10
GRD003747,STU000823,MA101,37.34,F,Spring 2024,2025-11-10
GRD003748,STU000823,PH101,72.68,C,Spring 2024,2024-11-25
GRD003749,STU000824,BA201,91.43,A,Fall 2024,2025-09-14
GRD003750,STU000824,BA301,47.89,F,Spring 2025,2025-11-10
GRD003751,STU000824,CS201,61.21,D,Fall 2023,2025-07-24
GRD003752,STU000824,CS101,74.94,C,Spring 2025,2025-09-19
GRD003753,STU000824,CS401,88.79,B,Spring 2024,2025-06-30
GRD003754,STU000825,BA301,63.28,D,Fall 2024,2025-05-04
GRD003755,STU000825,BA201,59.62,F,Fall 2024,2025-09-13
GRD003756,STU000825,EN201,40.47,F,Spring 2024,2025-11-05
GRD003757,STU000825,MA201,71.55,C,Fall 2024,2025-10-11
GRD003758,STU000826,CS101,100.0,A,Spring 2025,2025-09-16
GRD003759,STU000826,CS301,74.16,C,Fall 2024,2025-01-08
GRD003760,STU000826,EN101,69.67,D,Spring 2024,2025-03-18
GRD003761,STU000826,PH101,74.83,C,Spring 2024,2025-02-06
GRD003762,STU000827,BA101,69.83,D,Fall 2023,2025-04-12
GRD003763,STU000827,CS101,57.8,F,Spring 2025,2025-01-20
GRD003764,STU000827,CS301,82.35,B,Fall 2023,2025-04-21
GRD003765,STU000827,MA201,73.39,C,Spring 2024,2025-09-13
GRD003766,STU000827,EN101,70.26,C,Spring 2024,2025-06-27
GRD003767,STU000827,BA201,55.37,F,Fall 2023,2025-05-27
GRD003768,STU000828,BA101,89.55,B,Fall 2023,2025-07-14
GRD003769,STU000828,CS301,79.97,C,Fall 2023,2025-09-16
GRD003770,STU000828,CS101,61.71,D,Fall 2023,2025-01-07
GRD003771,STU000828,CS401,85.03,B,Fall 2024,2025-04-25
GRD003772,STU000828,PH101,62.54,D,Spring 2025,2025-02-03
GRD003773,STU000829,BA201,58.27,F,Fall 2024,2025-05-12
GRD003774,STU000829,BA301,58.6,F,Fall 2024,2025-04-15
GRD003775,STU000829,BA101,43.43,F,Spring 2024,2025-07-15
GRD003776,STU000829,CS201,77.07,C,Fall 2024,2025-03-18
GRD003777,STU000829,PH101,42.53,F,Fall 2023,2025-09-09
GRD003778,STU000829,CS401,51.57,F,Fall 2024,2025-03-27
GRD003779,STU000830,CS101,38.87,F,Fall 2023,2025-02-28
GRD003780,STU000830,CS201,68.71,D,Fall 2023,2025-10-30
GRD003781,STU000830,PH101,67.75,D,Spring 2024,2025-11-05
GRD003782,STU000830,EN201,65.1,D,Spring 2025,2025-02-08
GRD003783,STU000830,MA101,54.36,F,Spring 2024,2025-09-28
GRD003784,STU000830,BA301,52.42,F,Spring 2025,2025-04-28
GRD003785,STU000831,CS201,76.97,C,Fall 2023,2025-02-27
GRD003786,STU000831,EN101,61.74,D,Fall 2023,2024-12-10
GRD003787,STU000831,CS301,74.75,C,Fall 2024,2025-04-03
GRD003788,STU000831,BA301,56.72,F,Fall 2023,2025-09-04
GRD003789,STU000831,CS101,72.72,C,Fall 2023,2025-09-24
GRD003790,STU000832,PH101,89.55,B,Fall 2023,2025-04-23
GRD003791,STU000832,CS101,78.79,C,Spring 2025,2025-09-27
GRD003792,STU000832,EN101,63.81,D,Spring 2024,2025-10-22
GRD003793,STU000832,CS201,73.86,C,Spring 2025,2024-11-19
GRD003794,STU000832,CS401,66.39,D,Spring 2024,2025-06-01
GRD003795,STU000833,CS101,70.12,C,Fall 2024,2025-03-12
GRD003796,STU000833,BA101,65.12,D,Fall 2024,2025-08-08
GRD003797,STU000833,BA201,67.53,D,Spring 2025,2025-08-21
GRD003798,STU000834,PH101,73.18,C,Fall 2023,2025-02-02
GRD003799,STU000834,CS401,55.1,F,Spring 2025,2025-08-17
GRD003800,STU000834,CS101,54.76,F,Fall 2024,2025-02-19
GRD003801,STU000835,EN101,49.17,F,Fall 2023,2025-08-06
GRD003802,STU000835,BA301,46.0,F,Fall 2023,2025-02-04
GRD003803,STU000835,MA201,51.74,F,Fall 2023,2025-06-01
GRD003804,STU000835,BA101,72.39,C,Spring 2024,2024-12-10
GRD003805,STU000835,PH101,56.61,F,Spring 2024,2025-01-12
GRD003806,STU000836,CS301,77.7,C,Spring 2024,2025-10-09
GRD003807,STU000836,EN101,70.52,C,Fall 2024,2025-01-23
GRD003808,STU000836,BA101,40.47,F,Fall 2023,2025-02-23
GRD003809,STU000836,BA301,79.82,C,Spring 2024,2025-09-09
GRD003810,STU000836,EN201,82.16,B,Spring 2025,2025-11-09
GRD003811,STU000836,CS401,55.09,F,Fall 2023,2025-10-20
GRD003812,STU000837,BA301,76.3,C,Fall 2024,2025-01-02
GRD003813,STU000837,PH101,57.15,F,Fall 2023,2025-10-15
GRD003814,STU000837,MA201,71.47,C,Fall 2023,2025-10-24
GRD003815,STU000837,CS201,51.03,F,Spring 2025,2025-01-21
GRD003816,STU000837,BA101,43.1,F,Spring 2025,2024-12-12
GRD003817,STU000838,CS201,64.26,D,Spring 2024,2025-02-13
GRD003818,STU000838,BA101,68.14,D,Fall 2023,2025-02-03
GRD003819,STU000838,CS101,64.03,D,Fall 2024,2025-01-29
GRD003820,STU000838,MA101,52.24,F,Fall 2023,2025-06-10
GRD003821,STU000838,MA201,64.0,D,Spring 2024,2024-12-12
GRD003822,STU000838,EN101,74.04,C,Fall 2023,2025-06-09
GRD003823,STU000839,CS101,69.33,D,Fall 2023,2025-01-21
GRD003824,STU000839,BA101,72.74,C,Fall 2024,2024-12-22
GRD003825,STU000839,MA101,59.95,F,Spring 2025,2025-04-30
GRD003826,STU000839,EN201,87.58,B,Spring 2025,2024-12-26
GRD003827,STU000840,MA201,52.36,F,Spring 2025,2024-12-03
GRD003828,STU000840,CS201,77.31,C,Fall 2023,2025-04-20
GRD003829,STU000840,CS401,87.73,B,Spring 2025,2025-01-14
GRD003830,STU000840,EN101,77.21,C,Fall 2024,2025-09-27
GRD003831,STU000841,BA301,66.96,D,Fall 2023,2025-03-15
GRD003832,STU000841,CS201,62.08,D,Spring 2025,2025-01-30
GRD003833,STU000841,CS301,85.54,B,Fall 2024,2025-07-14
GRD003834,STU000841,CS401,48.66,F,Spring 2024,2025-08-21
GRD003835,STU000841,EN101,55.45,F,Fall 2024,2025-04-09
GRD003836,STU000841,MA101,64.04,D,Spring 2024,2025-08-03
GRD003837,STU000842,MA101,88.56,B,Fall 2023,2024-11-19
GRD003838,STU000842,PH101,75.7,C,Fall 2024,2025-08-26
GRD003839,STU000842,CS201,55.48,F,Spring 2025,2024-12-15
GRD003840,STU000842,EN101,65.35,D,Spring 2024,2025-11-05
GRD003841,STU000842,CS101,60.79,D,Spring 2024,2025-03-24
GRD003842,STU000843,EN201,59.35,F,Spring 2024,2025-09-25
GRD003843,STU000843,EN101,84.68,B,Fall 2023,2025-04-22
GRD003844,STU000843,PH101,49.42,F,Fall 2023,2025-08-29
GRD003845,STU000844,MA201,94.13,A,Fall 2023,2025-02-12
GRD003846,STU000844,PH101,82.42,B,Fall 2023,2025-07-21
GRD003847,STU000844,BA101,86.36,B,Fall 2024,2024-12-03
GRD003848,STU000845,CS301,63.06,D,Fall 2024,2024-12-15
GRD003849,STU000845,CS201,67.75,D,Fall 2023,2025-10-13
GRD003850,STU000845,MA201,48.5,F,Spring 2025,2025-07-08
