payment_id,student_id,payment_date,amount,payment_method,status,semester
PAY003595,STU000815,2023-12-16,1018508,Mobile Money,Completed,Fall 2023
PAY003596,STU000815,2024-06-24,1018417,Mobile Money,Failed,Fall 2024
PAY003597,STU000815,2024-02-01,1018157,Credit Card,Failed,Fall 2024
PAY003598,STU000815,2025-08-02,1024783,Credit Card,Completed,Spring 2024
PAY003599,STU000815,2024-01-26,978807,Mobile Money,Pending,Fall 2023
PAY003600,STU000815,2024-01-30,997263,Credit Card,Failed,Fall 2024
PAY003601,STU000816,2024-09-14,1262988,Cash,Failed,Spring 2024
PAY003602,STU000816,2025-08-09,1258124,Mobile Money,Failed,Fall 2023
PAY003603,STU000816,2024-10-21,1252803,Mobile Money,Failed,Spring 2024
PAY003604,STU000817,2025-08-16,1019419,Bank Transfer,Pending,Spring 2024
PAY003605,STU000817,2025-01-21,969225,Credit Card,Pending,Fall 2024
PAY003606,STU000818,2024-02-20,1271926,Bank Transfer,Pending,Spring 2024
PAY003607,STU000818,2025-03-22,1217500,Credit Card,Failed,Spring 2024
PAY003608,STU000818,2025-04-07,1285690,Credit Card,Completed,Spring 2025
PAY003609,STU000818,2024-02-18,1265875,Bank Transfer,Completed,Spring 2024
PAY003610,STU000818,2025-03-30,1261803,Bank Transfer,Completed,Spring 2025
PAY003611,STU000819,2024-05-12,1032272,Credit Card,Completed,Fall 2024
PAY003612,STU000819,2024-07-29,1008540,Cash,Failed,Fall 2024
PAY003613,STU000819,2025-09-07,1032197,Credit Card,Pending,Spring 2025
PAY003614,STU000819,2025-01-01,991140,Mobile Money,Failed,Fall 2023
PAY003615,STU000819,2024-05-10,1020882,Bank Transfer,Pending,Spring 2024
PAY003616,STU000819,2024-08-02,1017395,Bank Transfer,Pending,Fall 2023
PAY003617,STU000820,2024-03-12,1207612,Cash,Pending,Spring 2025
PAY003618,STU000820,2025-05-31,1253082,Mobile Money,Failed,Fall 2024
PAY003619,STU000820,2024-05-04,1267073,Credit Card,Pending,Spring 2024
PAY003620,STU000820,2024-05-30,1202995,Mobile Money,Completed,Spring 2025
PAY003621,STU000820,2024-10-06,1210390,Mobile Money,Completed,Spring 2025
PAY003622,STU000820,2023-12-22,1214257,Mobile Money,Completed,Fall 2023
PAY003623,STU000821,2024-05-07,521673,Bank Transfer,Completed,Spring 2025
PAY003624,STU000821,2024-01-17,549931,Bank Transfer,Failed,Spring 2024
PAY003625,STU000821,2025-10-22,535046,Credit Card,Completed,Spring 2025
PAY003626,STU000821,2024-10-17,543751,Bank Transfer,Completed,Fall 2023
PAY003627,STU000821,2024-08-10,526826,Mobile Money,Completed,Spring 2025
PAY003628,STU000821,2025-06-21,527264,Mobile Money,Pending,Spring 2024
PAY003629,STU000822,2023-11-26,1017027,Credit Card,Failed,Fall 2024
PAY003630,STU000822,2024-03-06,1009522,Bank Transfer,Completed,Fall 2024
PAY003631,STU000822,2025-10-04,1005145,Credit Card,Pending,Spring 2025
PAY003632,STU000822,2024-06-13,1030502,Credit Card,Failed,Spring 2024
PAY003633,STU000823,2024-11-21,1040507,Credit Card,Completed,Spring 2025
PAY003634,STU000823,2024-08-23,980949,Bank Transfer,Completed,Spring 2024
PAY003635,STU000823,2025-08-08,992323,Cash,Pending,Fall 2023
PAY003636,STU000823,2023-12-22,991719,Credit Card,Failed,Fall 2023
PAY003637,STU000824,2024-01-29,712270,Credit Card,Failed,Spring 2024
PAY003638,STU000824,2024-06-08,735893,Cash,Pending,Fall 2023
PAY003639,STU000824,2025-01-04,748187,Mobile Money,Completed,Fall 2023
PAY003640,STU000824,2025-01-04,708374,Cash,Pending,Fall 2023
PAY003641,STU000824,2024-01-21,791954,Bank Transfer,Completed,Spring 2024
PAY003642,STU000824,2024-01-25,742297,Bank Transfer,Completed,Spring 2025
PAY003643,STU000825,2024-12-21,532285,Credit Card,Failed,Fall 2023
PAY003644,STU000825,2025-10-11,526386,Credit Card,Pending,Spring 2025
PAY003645,STU000825,2024-05-17,457004,Mobile Money,Completed,Fall 2024
PAY003646,STU000825,2024-02-15,484997,Cash,Pending,Fall 2024
PAY003647,STU000825,2025-02-22,504003,Credit Card,Failed,Fall 2024
PAY003648,STU000825,2025-10-24,549782,Mobile Money,Pending,Spring 2025
PAY003649,STU000825,2025-01-17,452837,Bank Transfer,Pending,Spring 2024
PAY003650,STU000825,2025-07-04,530367,Cash,Pending,Spring 2024
PAY003651,STU000826,2025-07-20,746539,Credit Card,Pending,Spring 2025
PAY003652,STU000826,2023-11-26,720993,Mobile Money,Failed,Spring 2025
PAY003653,STU000826,2025-03-24,713691,Credit Card,Failed,Spring 2024
PAY003654,STU000826,2023-11-22,704947,Mobile Money,Failed,Fall 2023
PAY003655,STU000826,2024-12-14,773296,Cash,Failed,Fall 2024
PAY003656,STU000826,2024-01-31,721453,Mobile Money,Completed,Spring 2024
PAY003657,STU000826,2025-01-15,711858,Credit Card,Failed,Fall 2024
PAY003658,STU000826,2025-09-09,772088,Cash,Failed,Fall 2024
PAY003659,STU000827,2024-10-16,1203141,Credit Card,Completed,Fall 2024
PAY003660,STU000827,2025-01-24,1250371,Credit Card,Failed,Fall 2024
PAY003661,STU000827,2024-10-16,1223158,Bank Transfer,Pending,Fall 2024
PAY003662,STU000827,2024-05-10,1237150,Bank Transfer,Failed,Spring 2025
PAY003663,STU000828,2024-09-10,458341,Credit Card,Completed,Fall 2024
PAY003664,STU000828,2025-11-05,471176,Mobile Money,Completed,Fall 2023
PAY003665,STU000828,2024-09-30,523995,Bank Transfer,Failed,Fall 2024
PAY003666,STU000828,2025-08-09,479874,Cash,Pending,Spring 2025
PAY003667,STU000828,2024-10-19,541625,Bank Transfer,Failed,Fall 2024
PAY003668,STU000829,2024-08-15,1237722,Bank Transfer,Failed,Spring 2024
PAY003669,STU000829,2024-03-23,1294236,Mobile Money,Failed,Spring 2025
PAY003670,STU000829,2025-01-27,1287089,Mobile Money,Completed,Fall 2023
PAY003671,STU000829,2025-06-16,1255673,Cash,Failed,Fall 2023
PAY003672,STU000830,2025-07-22,773115,Mobile Money,Pending,Spring 2025
PAY003673,STU000830,2024-08-12,760251,Bank Transfer,Failed,Spring 2025
PAY003674,STU000830,2024-09-19,754245,Credit Card,Completed,Fall 2023
PAY003675,STU000830,2025-06-29,741084,Credit Card,Completed,Fall 2024
PAY003676,STU000830,2025-05-24,704203,Mobile Money,Completed,Spring 2024
PAY003677,STU000830,2023-12-23,791612,Mobile Money,Pending,Fall 2023
PAY003678,STU000830,2025-09-05,727362,Credit Card,Pending,Spring 2024
PAY003679,STU000831,2024-11-17,1280897,Bank Transfer,Completed,Spring 2025
PAY003680,STU000831,2024-08-12,1280513,Bank Transfer,Pending,Spring 2024
PAY003681,STU000831,2024-02-07,1239902,Cash,Pending,Fall 2023
PAY003682,STU000831,2025-02-11,1238504,Bank Transfer,Failed,Spring 2024
PAY003683,STU000831,2025-04-16,1232153,Cash,Completed,Spring 2025
PAY003684,STU000831,2025-01-11,1251832,Cash,Pending,Fall 2024
PAY003685,STU000831,2025-06-28,1249400,Bank Transfer,Completed,Spring 2025
PAY003686,STU000832,2025-07-10,1249756,Mobile Money,Completed,Fall 2024
PAY003687,STU000832,2024-01-30,1249989,Cash,Pending,Spring 2024
PAY003688,STU000832,2024-02-03,1223947,Credit Card,Failed,Spring 2025
PAY003689,STU000832,2024-10-30,1234433,Bank Transfer,Pending,Fall 2023
PAY003690,STU000833,2024-05-07,742385,Bank Transfer,Completed,Fall 2024
PAY003691,STU000834,2025-04-19,485531,Cash,Failed,Fall 2024
PAY003692,STU000834,2024-05-05,502341,Credit Card,Completed,Spring 2024
PAY003693,STU000834,2024-05-21,520247,Mobile Money,Failed,Fall 2023
PAY003694,STU000834,2025-01-15,511449,Mobile Money,Completed,Fall 2023
PAY003695,STU000834,2025-03-05,497342,Cash,Pending,Fall 2023
PAY003696,STU000834,2024-11-01,539998,Credit Card,Pending,Spring 2024
PAY003697,STU000835,2025-08-15,965002,Cash,Failed,Spring 2025
PAY003698,STU000835,2024-05-29,1017771,Credit Card,Failed,Fall 2024
PAY003699,STU000835,2025-04-14,958326,Mobile Money,Failed,Fall 2023
PAY003700,STU000836,2024-03-31,492235,Cash,Completed,Spring 2025
PAY003701,STU000836,2024-06-29,535279,Credit Card,Pending,Fall 2023
PAY003702,STU000836,2024-06-10,475469,Bank Transfer,Failed,Fall 2024
PAY003703,STU000836,2024-06-22,456763,Bank Transfer,Completed,Spring 2025
PAY003704,STU000836,2025-03-14,461242,Cash,Completed,Fall 2023
PAY003705,STU000837,2025-09-13,482790,Mobile Money,Pending,Spring 2025
PAY003706,STU000837,2024-05-20,504074,Mobile Money,Failed,Fall 2023
PAY003707,STU000837,2025-11-03,513685,Bank Transfer,Failed,Spring 2025
PAY003708,STU000837,2025-08-11,455942,Credit Card,Failed,Fall 2024
PAY003709,STU000837,2024-09-11,489477,Mobile Money,Pending,Spring 2025
PAY003710,STU000837,2025-09-25,503286,Bank Transfer,Completed,Spring 2025
PAY003711,STU000838,2025-09-06,748796,Cash,Completed,Spring 2024
PAY003712,STU000838,2025-11-06,752985,Bank Transfer,Completed,Spring 2024
PAY003713,STU000838,2025-05-03,707108,Mobile Money,Failed,Spring 2025
PAY003714,STU000838,2024-12-10,784807,Cash,Failed,Fall 2023
PAY003715,STU000839,2025-05-30,737788,Bank Transfer,Completed,Fall 2024
PAY003716,STU000839,2025-06-14,703579,Credit Card,Pending,Spring 2025
PAY003717,STU000839,2025-10-12,713513,Cash,Completed,Fall 2024
PAY003718,STU000839,2024-12-26,796801,Mobile Money,Completed,Fall 2023
PAY003719,STU000839,2024-10-03,755628,Mobile Money,Completed,Spring 2024
PAY003720,STU000839,2025-07-10,717784,Mobile Money,Pending,Fall 2023
PAY003721,STU000840,2025-03-26,1026953,Mobile Money,Completed,Spring 2024
PAY003722,STU000841,2024-10-28,968328,Bank Transfer,Completed,Fall 2023
PAY003723,STU000842,2025-04-20,483557,Cash,Completed,Spring 2024
PAY003724,STU000842,2024-04-08,463242,Mobile Money,Completed,Spring 2024
PAY003725,STU000843,2024-06-07,749654,Bank Transfer,Completed,Spring 2024
PAY003726,STU000843,2025-03-14,796067,Cash,Pending,Spring 2025
PAY003727,STU000843,2023-12-24,737133,Cash,Completed,Spring 2024
PAY003728,STU000843,2025-01-11,724336,Credit Card,Pending,Fall 2024
PAY003729,STU000843,2024-03-04,758027,Credit Card,Completed,Spring 2024
PAY003730,STU000843,2025-02-21,776500,Credit Card,Pending,Spring 2024
PAY003731,STU000844,2025-09-24,795640,Cash,Completed,Spring 2025
PAY003732,STU000844,2024-08-11,783447,Credit Card,Failed,Spring 2024
PAY003733,STU000844,2025-02-08,786752,Cash,Completed,Spring 2025
PAY003734,STU000844,2025-03-26,746689,Credit Card,Completed,Fall 2024
PAY003735,STU000844,2023-12-15,723273,Credit Card,Pending,Fall 2024
PAY003736,STU000845,2025-02-18,513953,Credit Card,Completed,Fall 2024
PAY003737,STU000845,2025-03-11,533831,Bank Transfer,Failed,Spring 2025
PAY003738,STU000845,2024-09-18,489340,Bank Transfer,Pending,Spring 2025
PAY003739,STU000845,2024-11-05,478727,Mobile Money,Pending,Fall 2024
PAY003740,STU000845,2025-06-08,487819,Credit Card,Pending,Spring 2025
PAY003741,STU000845,2024-08-31,544329,Cash,Failed,Spring 2024
PAY003742,STU000846,2024-04-23,776095,Credit Card,Completed,Fall 2024
PAY003743,STU000846,2025-03-08,720197,Cash,Completed,Spring 2025
PAY003744,STU000846,2024-07-01,777645,Mobile Money,Pending,Fall 2023
PAY003745,STU000846,2024-12-07,762235,Bank Transfer,Completed,Spring 2025
PAY003746,STU000846,2024-01-28,791467,Credit Card,Completed,Spring 2024
PAY003747,STU000846,2024-12-22,735579,Mobile Money,Failed,Fall 2024
PAY003748,STU000847,2024-06-24,1048183,Credit Card,Completed,Fall 2023
PAY003749,STU000847,2024-09-22,963273,Credit Card,Failed,Spring 2024
PAY003750,STU000847,2025-01-19,1024122,Credit Card,Failed,Spring 2024
PAY003751,STU000847,2024-02-27,1029746,Bank Transfer,Pending,Fall 2023
PAY003752,STU000847,2024-11-21,979439,Bank Transfer,Completed,Spring 2025
PAY003753,STU000847,2024-06-09,1035954,Mobile Money,Failed,Spring 2025
PAY003754,STU000847,2025-08-20,953830,Mobile Money,Completed,Spring 2025
PAY003755,STU000848,2025-07-08,1249747,Bank Transfer,Pending,Spring 2024
PAY003756,STU000848,2025-11-14,1212506,Cash,Failed,Spring 2025
PAY003757,STU000848,2024-07-13,1272599,Bank Transfer,Failed,Spring 2024
PAY003758,STU000848,2024-10-19,1295933,Cash,Failed,Spring 2024
PAY003759,STU000849,2025-07-16,737417,Credit Card,Completed,Fall 2024
PAY003760,STU000849,2024-08-23,752017,Mobile Money,Pending,Fall 2024
PAY003761,STU000850,2024-10-17,792082,Cash,Pending,Spring 2025
PAY003762,STU000850,2025-04-22,725068,Bank Transfer,Pending,Spring 2024
PAY003763,STU000850,2024-03-29,777153,Cash,Completed,Spring 2024
PAY003764,STU000851,2024-06-19,1037155,Bank Transfer,Failed,Fall 2023
PAY003765,STU000851,2025-05-17,1034152,Credit Card,Failed,Spring 2025
PAY003766,STU000851,2025-01-23,1024338,Credit Card,Completed,Spring 2025
PAY003767,STU000851,2024-08-13,1038111,Bank Transfer,Pending,Spring 2024
PAY003768,STU000851,2025-04-09,993075,Mobile Money,Failed,Fall 2023
PAY003769,STU000851,2025-10-16,963746,Credit Card,Completed,Spring 2024
PAY003770,STU000851,2024-11-25,1024870,Bank Transfer,Completed,Spring 2025
PAY003771,STU000852,2024-03-29,954441,Bank Transfer,Completed,Spring 2024
PAY003772,STU000852,2025-03-26,985674,Cash,Completed,Spring 2025
PAY003773,STU000852,2024-01-07,1004953,Credit Card,Failed,Spring 2024
PAY003774,STU000852,2023-12-17,985865,Bank Transfer,Pending,Fall 2023
PAY003775,STU000853,2025-09-16,459326,Credit Card,Pending,Spring 2024
PAY003776,STU000853,2025-10-11,459687,Cash,Failed,Fall 2023
PAY003777,STU000853,2025-08-04,502488,Bank Transfer,Pending,Fall 2023
PAY003778,STU000853,2025-10-24,456233,Cash,Failed,Spring 2024
PAY003779,STU000853,2025-10-10,469729,Credit Card,Pending,Fall 2023
PAY003780,STU000854,2025-09-05,531375,Bank Transfer,Completed,Fall 2024
PAY003781,STU000854,2025-06-24,465989,Mobile Money,Pending,Fall 2024
PAY003782,STU000854,2025-01-13,522550,Cash,Completed,Fall 2023
PAY003783,STU000854,2025-04-18,491844,Mobile Money,Completed,Spring 2025
PAY003784,STU000854,2025-09-17,541142,Credit Card,Failed,Fall 2023
PAY003785,STU000854,2024-07-09,527552,Bank Transfer,Completed,Spring 2025
PAY003786,STU000854,2025-09-19,460464,Cash,Pending,Fall 2023
PAY003787,STU000855,2025-07-23,1226644,Mobile Money,Failed,Fall 2023
PAY003788,STU000855,2024-04-01,1289370,Cash,Completed,Spring 2024
PAY003789,STU000856,2024-01-03,1200564,Mobile Money,Failed,Fall 2023
PAY003790,STU000856,2025-01-26,1212060,Bank Transfer,Completed,Spring 2025
PAY003791,STU000856,2024-02-10,1239200,Cash,Completed,Spring 2025
PAY003792,STU000856,2023-12-06,1209841,Mobile Money,Pending,Spring 2025
PAY003793,STU000856,2024-06-14,1248300,Credit Card,Pending,Fall 2024
PAY003794,STU000857,2024-03-09,709404,Mobile Money,Failed,Fall 2023
PAY003795,STU000857,2025-10-11,783512,Credit Card,Pending,Fall 2023
PAY003796,STU000857,2024-01-15,749669,Bank Transfer,Failed,Fall 2024
PAY003797,STU000857,2025-05-29,732702,Mobile Money,Completed,Fall 2024
PAY003798,STU000857,2025-02-01,706276,Bank Transfer,Failed,Spring 2024
PAY003799,STU000857,2025-08-26,743976,Mobile Money,Pending,Fall 2023
PAY003800,STU000857,2024-09-24,778225,Credit Card,Failed,Spring 2024
PAY003801,STU000858,2024-09-28,521810,Cash,Pending,Fall 2024
PAY003802,STU000858,2025-05-31,492359,Mobile Money,Failed,Spring 2025
PAY003803,STU000858,2025-01-03,459837,Bank Transfer,Completed,Fall 2024
PAY003804,STU000858,2025-02-02,513774,Bank Transfer,Failed,Spring 2025
PAY003805,STU000858,2024-03-31,521146,Cash,Failed,Fall 2024
PAY003806,STU000858,2024-09-08,501174,Cash,Failed,Spring 2024
PAY003807,STU000858,2025-09-20,454014,Cash,Completed,Fall 2024
PAY003808,STU000859,2024-11-27,1286954,Credit Card,Completed,Fall 2024
PAY003809,STU000859,2024-11-11,1266173,Cash,Completed,Spring 2024
PAY003810,STU000859,2024-08-16,1283643,Bank Transfer,Pending,Spring 2024
PAY003811,STU000859,2024-10-15,1252980,Mobile Money,Failed,Fall 2024
PAY003812,STU000859,2024-09-30,1248097,Bank Transfer,Pending,Spring 2025
PAY003813,STU000859,2025-11-10,1262444,Bank Transfer,Failed,Fall 2023
PAY003814,STU000859,2025-08-26,1238543,Cash,Completed,Spring 2024
PAY003815,STU000860,2024-06-15,1284971,Credit Card,Completed,Fall 2024
PAY003816,STU000861,2025-08-05,1200674,Bank Transfer,Failed,Spring 2025
PAY003817,STU000862,2023-12-31,485644,Bank Transfer,Pending,Spring 2024
PAY003818,STU000862,2024-05-18,468444,Bank Transfer,Pending,Spring 2025
PAY003819,STU000862,2025-05-30,475188,Bank Transfer,Completed,Fall 2024
PAY003820,STU000862,2024-01-13,471146,Mobile Money,Completed,Spring 2024
PAY003821,STU000862,2024-05-02,469409,Mobile Money,Completed,Spring 2024
PAY003822,STU000862,2025-02-01,451726,Cash,Pending,Fall 2024
PAY003823,STU000862,2025-06-12,518945,Mobile Money,Pending,Fall 2024
PAY003824,STU000863,2025-02-12,462093,Bank Transfer,Failed,Fall 2024
PAY003825,STU000864,2025-03-30,498893,Bank Transfer,Failed,Fall 2023
PAY003826,STU000864,2025-03-11,495485,Bank Transfer,Pending,Spring 2024
PAY003827,STU000864,2024-12-27,508064,Mobile Money,Completed,Spring 2024
PAY003828,STU000864,2025-11-11,507236,Cash,Completed,Fall 2024
PAY003829,STU000864,2024-07-05,522944,Bank Transfer,Failed,Spring 2025
PAY003830,STU000864,2024-05-31,481491,Bank Transfer,Completed,Fall 2023
PAY003831,STU000864,2025-09-05,453110,Cash,Completed,Fall 2024
PAY003832,STU000864,2023-11-20,493178,Mobile Money,Pending,Fall 2023
PAY003833,STU000865,2024-06-14,799739,Bank Transfer,Failed,Fall 2024
PAY003834,STU000865,2025-01-28,761542,Credit Card,Pending,Fall 2024
PAY003835,STU000865,2024-02-14,716894,Bank Transfer,Completed,Fall 2023
PAY003836,STU000865,2024-02-01,766838,Mobile Money,Completed,Spring 2025
PAY003837,STU000865,2025-04-05,799091,Cash,Pending,Fall 2023
PAY003838,STU000865,2023-12-30,729798,Credit Card,Failed,Fall 2023
PAY003839,STU000866,2025-04-05,536593,Credit Card,Pending,Spring 2024
PAY003840,STU000866,2024-10-02,528153,Bank Transfer,Pending,Fall 2024
PAY003841,STU000866,2024-05-02,492357,Cash,Pending,Fall 2024
PAY003842,STU000867,2024-05-10,549557,Cash,Completed,Fall 2023
PAY003843,STU000867,2024-09-15,529002,Credit Card,Failed,Fall 2023
PAY003844,STU000867,2023-12-13,489064,Cash,Completed,Spring 2025
PAY003845,STU000867,2025-11-03,499448,Bank Transfer,Failed,Fall 2023
PAY003846,STU000867,2024-10-17,493458,Credit Card,Pending,Spring 2024
PAY003847,STU000868,2025-02-12,1248661,Credit Card,Completed,Fall 2023
PAY003848,STU000868,2024-10-06,1241726,Mobile Money,Pending,Spring 2025
PAY003849,STU000868,2025-08-15,1229185,Credit Card,Failed,Fall 2023
PAY003850,STU000868,2025-01-16,1277037,Bank Transfer,Completed,Fall 2024
PAY003851,STU000869,2024-06-12,486746,Mobile Money,Pending,Spring 2025
PAY003852,STU000869,2024-02-27,530449,Mobile Money,Failed,Spring 2025
PAY003853,STU000869,2025-01-20,485304,Cash,Pending,Spring 2025
PAY003854,STU000869,2025-05-18,492350,Bank Transfer,Failed,Fall 2024
PAY003855,STU000870,2025-06-27,732837,Mobile Money,Completed,Fall 2024
PAY003856,STU000870,2024-06-12,700624,Bank Transfer,Pending,Fall 2023
PAY003857,STU000870,2024-08-10,792987,Mobile Money,Pending,Fall 2023
PAY003858,STU000871,2025-03-11,1002208,Bank Transfer,Pending,Fall 2024
PAY003859,STU000871,2024-12-31,1010101,Cash,Failed,Fall 2023
PAY003860,STU000871,2024-10-21,972821,Credit Card,Failed,Spring 2025
PAY003861,STU000871,2025-11-03,971253,Cash,Completed,Fall 2024
PAY003862,STU000871,2024-08-12,958052,Mobile Money,Completed,Spring 2024
PAY003863,STU000871,2024-01-16,968926,Cash,Failed,Fall 2024
PAY003864,STU000872,2025-04-05,710822,Cash,Failed,Spring 2024
PAY003865,STU000872,2024-05-30,750708,Mobile Money,Completed,Fall 2024
PAY003866,STU000872,2025-10-29,718326,Credit Card,Pending,Spring 2024
PAY003867,STU000872,2023-12-13,780902,Bank Transfer,Pending,Spring 2024
PAY003868,STU000872,2025-08-09,763618,Cash,Completed,Spring 2024
PAY003869,STU000872,2025-07-07,703465,Cash,Completed,Spring 2025
PAY003870,STU000873,2025-07-19,747078,Mobile Money,Failed,Spring 2024
PAY003871,STU000873,2024-09-29,750128,Mobile Money,Pending,Fall 2023
PAY003872,STU000873,2024-10-09,729005,Mobile Money,Pending,Fall 2023
PAY003873,STU000873,2025-04-12,715874,Mobile Money,Failed,Spring 2024
PAY003874,STU000873,2024-06-24,705918,Cash,Failed,Fall 2024
PAY003875,STU000873,2025-11-11,724241,Mobile Money,Completed,Spring 2025
PAY003876,STU000873,2025-08-13,788004,Bank Transfer,Completed,Spring 2024
PAY003877,STU000873,2024-01-30,731918,Mobile Money,Pending,Spring 2024
PAY003878,STU000874,2025-08-24,1279128,Bank Transfer,Completed,Fall 2023
PAY003879,STU000874,2024-01-27,1202841,Mobile Money,Failed,Fall 2024
PAY003880,STU000874,2024-09-04,1213035,Credit Card,Completed,Spring 2024
PAY003881,STU000874,2024-12-05,1249358,Cash,Failed,Spring 2025
PAY003882,STU000874,2025-09-14,1267387,Cash,Pending,Fall 2024
PAY003883,STU000874,2025-11-16,1295301,Credit Card,Failed,Spring 2024
PAY003884,STU000874,2025-03-31,1200061,Cash,Pending,Spring 2024
PAY003885,STU000874,2025-07-02,1297373,Mobile Money,Completed,Spring 2025
PAY003886,STU000875,2024-05-20,1209891,Cash,Pending,Spring 2025
PAY003887,STU000875,2025-01-26,1257814,Cash,Completed,Spring 2025
PAY003888,STU000875,2025-11-05,1297005,Bank Transfer,Failed,Fall 2024
PAY003889,STU000875,2024-11-22,1225665,Bank Transfer,Completed,Spring 2025
PAY003890,STU000875,2024-06-26,1256086,Credit Card,Failed,Spring 2025
PAY003891,STU000875,2024-12-05,1207656,Cash,Completed,Spring 2025
PAY003892,STU000875,2024-01-25,1299570,Credit Card,Completed,Spring 2024
PAY003893,STU000875,2025-10-22,1275431,Mobile Money,Failed,Fall 2023
PAY003894,STU000876,2024-05-07,1207201,Credit Card,Failed,Fall 2023
PAY003895,STU000876,2024-02-18,1207847,Mobile Money,Completed,Spring 2024
PAY003896,STU000876,2025-09-09,1288496,Bank Transfer,Pending,Spring 2025
PAY003897,STU000876,2024-02-16,1271708,Credit Card,Completed,Spring 2025
PAY003898,STU000876,2024-02-13,1262629,Credit Card,Completed,Fall 2024
PAY003899,STU000876,2025-03-12,1217758,Mobile Money,Completed,Spring 2025
PAY003900,STU000877,2024-03-29,970357,Bank Transfer,Completed,Spring 2025
PAY003901,STU000877,2024-02-06,1017740,Cash,Failed,Fall 2024
PAY003902,STU000878,2024-06-27,710982,Bank Transfer,Pending,Spring 2024
PAY003903,STU000878,2024-03-08,740837,Mobile Money,Completed,Fall 2023
PAY003904,STU000878,2025-10-20,797839,Mobile Money,Pending,Fall 2024
PAY003905,STU000878,2025-03-12,774684,Mobile Money,Completed,Fall 2023
PAY003906,STU000878,2025-04-20,718769,Cash,Pending,Fall 2024
PAY003907,STU000878,2024-03-15,786337,Credit Card,Pending,Spring 2024
PAY003908,STU000878,2025-07-12,762750,Cash,Completed,Spring 2025
PAY003909,STU000879,2024-09-22,1244891,Bank Transfer,Pending,Spring 2024
PAY003910,STU000879,2024-05-31,1218279,Bank Transfer,Completed,Fall 2023
PAY003911,STU000879,2025-02-10,1287464,Bank Transfer,Pending,Fall 2024
PAY003912,STU000879,2025-06-04,1291793,Credit Card,Pending,Fall 2024
PAY003913,STU000880,2024-08-20,1228878,Cash,Completed,Spring 2024
PAY003914,STU000880,2024-07-07,1223996,Cash,Pending,Fall 2024
PAY003915,STU000880,2025-04-07,1232624,Credit Card,Pending,Spring 2025
PAY003916,STU000881,2024-02-29,1261507,Credit Card,Pending,Spring 2025
PAY003917,STU000881,2024-06-13,1238470,Credit Card,Completed,Spring 2024
PAY003918,STU000881,2025-02-06,1275727,Cash,Failed,Fall 2024
PAY003919,STU000881,2025-07-18,1202841,Cash,Pending,Spring 2024
PAY003920,STU000881,2024-12-31,1200761,Credit Card,Failed,Spring 2024
PAY003921,STU000881,2024-04-16,1254893,Cash,Pending,Fall 2024
PAY003922,STU000882,2023-12-31,707108,Credit Card,Completed,Spring 2025
PAY003923,STU000882,2024-09-17,793187,Credit Card,Completed,Spring 2024
PAY003924,STU000883,2024-02-29,507783,Mobile Money,Pending,Fall 2024
PAY003925,STU000883,2025-06-30,459561,Mobile Money,Failed,Fall 2023
PAY003926,STU000883,2025-01-14,507289,Cash,Completed,Spring 2024
PAY003927,STU000883,2025-06-21,475674,Cash,Pending,Spring 2025
PAY003928,STU000883,2024-05-04,540383,Bank Transfer,Pending,Fall 2024
PAY003929,STU000883,2024-07-02,544770,Credit Card,Completed,Fall 2024
PAY003930,STU000884,2023-12-05,1035909,Bank Transfer,Pending,Fall 2023
PAY003931,STU000884,2025-04-24,980169,Mobile Money,Completed,Fall 2024
PAY003932,STU000885,2025-03-15,725305,Credit Card,Failed,Spring 2024
PAY003933,STU000885,2023-12-09,707353,Cash,Pending,Fall 2023
PAY003934,STU000885,2024-10-10,763994,Credit Card,Failed,Spring 2025
PAY003935,STU000885,2025-11-06,751829,Mobile Money,Pending,Spring 2024
PAY003936,STU000885,2024-01-01,718431,Credit Card,Completed,Fall 2023
PAY003937,STU000885,2025-07-26,708829,Mobile Money,Completed,Fall 2023
PAY003938,STU000885,2025-09-29,794377,Cash,Failed,Fall 2024
PAY003939,STU000885,2025-07-12,750816,Cash,Failed,Spring 2024
PAY003940,STU000886,2024-09-11,759160,Credit Card,Completed,Spring 2024
PAY003941,STU000886,2023-12-12,770812,Credit Card,Pending,Fall 2023
PAY003942,STU000886,2023-12-05,727111,Credit Card,Completed,Fall 2024
PAY003943,STU000886,2024-02-02,788759,Cash,Failed,Fall 2024
PAY003944,STU000887,2025-10-25,773700,Cash,Pending,Fall 2024
PAY003945,STU000887,2024-04-16,793741,Bank Transfer,Completed,Spring 2024
PAY003946,STU000887,2025-06-22,734282,Cash,Completed,Spring 2024
PAY003947,STU000887,2024-10-31,706542,Bank Transfer,Completed,Fall 2023
PAY003948,STU000887,2024-12-14,738243,Credit Card,Completed,Spring 2025
PAY003949,STU000887,2024-11-30,769546,Bank Transfer,Failed,Fall 2023
PAY003950,STU000887,2025-04-11,768671,Bank Transfer,Pending,Fall 2024
PAY003951,STU000888,2025-02-03,458052,Cash,Completed,Fall 2023
PAY003952,STU000888,2024-11-27,503171,Credit Card,Failed,Fall 2024
PAY003953,STU000889,2024-12-15,725025,Bank Transfer,Pending,Spring 2024
PAY003954,STU000889,2024-07-18,740670,Credit Card,Pending,Fall 2024
PAY003955,STU000890,2025-10-06,781849,Bank Transfer,Completed,Spring 2025
